question_id,question,answer_preview,cluster,rank,chunk_id,policy_name,page,section,match_score,chunk_preview,relevant
q030,"If I submit my undergraduate coursework 23 hours late and there are no extenuating circumstances, wh","The maximum mark you can receive is 40%, as the mark is capped at the minimum pa",Late Submission,1,0d58990f,COMSC School Handbook 25 26,32.0,Component and Module Marks ,20,COMSC School Handbook 25 26 Section 14.5.2 Component and Module Marks  You will receive marks for each individual assess,1
q030,"If I submit my undergraduate coursework 23 hours late and there are no extenuating circumstances, wh","The maximum mark you can receive is 40%, as the mark is capped at the minimum pa",Late Submission,2,9b6682b4,Extenuating Circumstances Procedure for Taught and Undergraduate Students,13.0,Glossary of Terms ,20,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 8 Glossary of Terms  Term  Definition ,1
q030,"If I submit my undergraduate coursework 23 hours late and there are no extenuating circumstances, wh","The maximum mark you can receive is 40%, as the mark is capped at the minimum pa",Late Submission,3,0c32729f,Academic Regulations and Policies Handbook 2025 26 English Nov25,80.0,Late Submission of Coursework ,18,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 7 Late Submission of Coursework    7.1 Students,0
q030,"If I submit my undergraduate coursework 23 hours late and there are no extenuating circumstances, wh","The maximum mark you can receive is 40%, as the mark is capped at the minimum pa",Late Submission,4,7690cd99,Academic Regulations and Policies Handbook 2025 26 English Nov25,85.0,The quorum for Examining Boards will be when the Chair is satisfied that an ,18,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 11.7 The quorum for Examining Boards will be wh,0
q030,"If I submit my undergraduate coursework 23 hours late and there are no extenuating circumstances, wh","The maximum mark you can receive is 40%, as the mark is capped at the minimum pa",Late Submission,5,a8941c73,COMSC School Handbook 25 26,12.0,Marking ,18,"COMSC School Handbook 25 26 Section 4.8 Marking  Most assessment tasks require academic and/or professional judgement, w",0
q031,What is the definition of extenuating circumstances at Cardiff University?,An extenuating circumstance must be: severe and exceptional; and unforeseen or u,Extenuating Circumstances,1,db5119f3,Extenuating Circumstances Procedure for Taught and Undergraduate Students,4.0,What are extenuating circumstances? ,38,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 1 What are extenuating circumstances? ,1
q031,What is the definition of extenuating circumstances at Cardiff University?,An extenuating circumstance must be: severe and exceptional; and unforeseen or u,Extenuating Circumstances,2,42a18846,Academic Regulations and Policies Handbook 2025 26 English Nov25,79.0,Extenuating Circumstances ,35,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 6 Extenuating Circumstances    6.1 The Universi,1
q031,What is the definition of extenuating circumstances at Cardiff University?,An extenuating circumstance must be: severe and exceptional; and unforeseen or u,Extenuating Circumstances,3,b133a986,Extenuating Circumstances Procedure for Taught and Undergraduate Students,15.0,,35,Cardiff University Extenuating Circumstances Procedure v2 09/25  Disability  You are disabled under the Equality Act 201,0
q031,What is the definition of extenuating circumstances at Cardiff University?,An extenuating circumstance must be: severe and exceptional; and unforeseen or u,Extenuating Circumstances,4,5818818c,COMSC School Handbook 25 26,21.0,,29,"- unforeseen or unavoidable; and  - close in time to the assessment, or where you can demonstrate that the circumstances",0
q031,What is the definition of extenuating circumstances at Cardiff University?,An extenuating circumstance must be: severe and exceptional; and unforeseen or u,Extenuating Circumstances,5,629519ad,Extenuating Circumstances Procedure for Taught and Undergraduate Students,5.0,How to declare your circumstances ,20,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 2 How to declare your circumstances  I,0
q032,What are some examples of extenuating circumstances?,Examples include: serious short-term illness or an accident; bereavement (death ,Extenuating Circumstances,1,db5119f3,Extenuating Circumstances Procedure for Taught and Undergraduate Students,4.0,What are extenuating circumstances? ,87,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 1 What are extenuating circumstances? ,1
q032,What are some examples of extenuating circumstances?,Examples include: serious short-term illness or an accident; bereavement (death ,Extenuating Circumstances,2,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,38,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,1
q032,What are some examples of extenuating circumstances?,Examples include: serious short-term illness or an accident; bereavement (death ,Extenuating Circumstances,3,b133a986,Extenuating Circumstances Procedure for Taught and Undergraduate Students,15.0,,26,Cardiff University Extenuating Circumstances Procedure v2 09/25  Disability  You are disabled under the Equality Act 201,0
q032,What are some examples of extenuating circumstances?,Examples include: serious short-term illness or an accident; bereavement (death ,Extenuating Circumstances,4,f28a965f,Academic Regulations and Policies Handbook 2025 26 English Nov25,20.0,"In making any such changes, the University will aim to keep the changes to ",23,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 2.3 In making any such changes, the University ",0
q032,What are some examples of extenuating circumstances?,Examples include: serious short-term illness or an accident; bereavement (death ,Extenuating Circumstances,5,bef1f5c6,Extenuating Circumstances Procedure for Taught and Undergraduate Students,9.0,,23,Cardiff University Extenuating Circumstances Procedure v2 09/25  assessment  deadline*  Situation   You started an  exam,0
q033,Is poor time management considered an extenuating circumstance?,"No. Poor time management, such as not giving yourself sufficient time to complet",Extenuating Circumstances,1,66620550,Extenuating Circumstances Procedure for Taught and Undergraduate Students,5.0,,25,Cardiff University Extenuating Circumstances Procedure v2 09/25  Examples of circumstances which are not extenuating are,1
q033,Is poor time management considered an extenuating circumstance?,"No. Poor time management, such as not giving yourself sufficient time to complet",Extenuating Circumstances,2,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,18,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q033,Is poor time management considered an extenuating circumstance?,"No. Poor time management, such as not giving yourself sufficient time to complet",Extenuating Circumstances,3,9fb42f4d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,6.0,,17,Cardiff University Extenuating Circumstances Procedure v2 09/25  If assessments are not completed on time and without ex,0
q033,Is poor time management considered an extenuating circumstance?,"No. Poor time management, such as not giving yourself sufficient time to complet",Extenuating Circumstances,4,db5119f3,Extenuating Circumstances Procedure for Taught and Undergraduate Students,4.0,What are extenuating circumstances? ,15,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 1 What are extenuating circumstances? ,0
q033,Is poor time management considered an extenuating circumstance?,"No. Poor time management, such as not giving yourself sufficient time to complet",Extenuating Circumstances,5,5818818c,COMSC School Handbook 25 26,21.0,,14,"- unforeseen or unavoidable; and  - close in time to the assessment, or where you can demonstrate that the circumstances",0
q034,Is assessment-related stress considered an extenuating circumstance?,No. Assessment-related stress which is not diagnosed as an illness is not consid,Extenuating Circumstances,1,66620550,Extenuating Circumstances Procedure for Taught and Undergraduate Students,5.0,,14,Cardiff University Extenuating Circumstances Procedure v2 09/25  Examples of circumstances which are not extenuating are,1
q034,Is assessment-related stress considered an extenuating circumstance?,No. Assessment-related stress which is not diagnosed as an illness is not consid,Extenuating Circumstances,2,173fc8c0,COMSC School Handbook 25 26,20.0,Extenuating circumstances ,12,COMSC School Handbook 25 26 Section 9.4 Extenuating circumstances  You are expected to submit all assessments by the pub,1
q034,Is assessment-related stress considered an extenuating circumstance?,No. Assessment-related stress which is not diagnosed as an illness is not consid,Extenuating Circumstances,3,db5119f3,Extenuating Circumstances Procedure for Taught and Undergraduate Students,4.0,What are extenuating circumstances? ,11,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 1 What are extenuating circumstances? ,0
q034,Is assessment-related stress considered an extenuating circumstance?,No. Assessment-related stress which is not diagnosed as an illness is not consid,Extenuating Circumstances,4,45ba98a5,Academic Regulations and Policies Handbook 2025 26 English Nov25,8.0,,8,"Sources of Further Information      The Academic Regulations are supported by a number of policies and procedures,  whic",0
q034,Is assessment-related stress considered an extenuating circumstance?,No. Assessment-related stress which is not diagnosed as an illness is not consid,Extenuating Circumstances,5,3aaf2392,Academic Regulations and Policies Handbook 2025 26 English Nov25,79.0,Adjustments can be made to the programme to enable students to engage in ,8,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 4.2 Adjustments can be made to the programme to,0
q035,Are planned religious festivals or holidays considered extenuating circumstances?,"No. Where the event or circumstances were foreseeable or able to be anticipated,",Extenuating Circumstances,1,66620550,Extenuating Circumstances Procedure for Taught and Undergraduate Students,5.0,,41,Cardiff University Extenuating Circumstances Procedure v2 09/25  Examples of circumstances which are not extenuating are,1
q035,Are planned religious festivals or holidays considered extenuating circumstances?,"No. Where the event or circumstances were foreseeable or able to be anticipated,",Extenuating Circumstances,2,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,15,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q035,Are planned religious festivals or holidays considered extenuating circumstances?,"No. Where the event or circumstances were foreseeable or able to be anticipated,",Extenuating Circumstances,3,074034dc,Extenuating Circumstances Procedure for Taught and Undergraduate Students,18.0,,15,Cardiff University Extenuating Circumstances Procedure v2 09/25  You are not able to  sit/submit an  upcoming  assessmen,0
q035,Are planned religious festivals or holidays considered extenuating circumstances?,"No. Where the event or circumstances were foreseeable or able to be anticipated,",Extenuating Circumstances,4,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,14,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,0
q035,Are planned religious festivals or holidays considered extenuating circumstances?,"No. Where the event or circumstances were foreseeable or able to be anticipated,",Extenuating Circumstances,5,4196cfb4,Extenuating Circumstances Procedure for Taught and Undergraduate Students,16.0,,14,Cardiff University Extenuating Circumstances Procedure v2 09/25  If you are unable to present evidence with your circums,0
q036,Do I need to provide evidence when declaring extenuating circumstances before an assessment deadline,"No. When declaring extenuating circumstances before the assessment deadline, you",Extenuating Circumstances,1,cad65109,Extenuating Circumstances Procedure for Taught and Undergraduate Students,3.0,,45,"Cardiff University Extenuating Circumstances Procedure v2 09/25  the University of your circumstances, and to request an",1
q036,Do I need to provide evidence when declaring extenuating circumstances before an assessment deadline,"No. When declaring extenuating circumstances before the assessment deadline, you",Extenuating Circumstances,2,9fb42f4d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,6.0,,29,Cardiff University Extenuating Circumstances Procedure v2 09/25  If assessments are not completed on time and without ex,1
q036,Do I need to provide evidence when declaring extenuating circumstances before an assessment deadline,"No. When declaring extenuating circumstances before the assessment deadline, you",Extenuating Circumstances,3,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,24,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,0
q036,Do I need to provide evidence when declaring extenuating circumstances before an assessment deadline,"No. When declaring extenuating circumstances before the assessment deadline, you",Extenuating Circumstances,4,96a075d0,Extenuating Circumstances Procedure for Taught and Undergraduate Students,8.0,,21,Cardiff University Extenuating Circumstances Procedure v2 09/25  Situation   You are unable to  attend an  examination o,0
q036,Do I need to provide evidence when declaring extenuating circumstances before an assessment deadline,"No. When declaring extenuating circumstances before the assessment deadline, you",Extenuating Circumstances,5,074034dc,Extenuating Circumstances Procedure for Taught and Undergraduate Students,18.0,,20,Cardiff University Extenuating Circumstances Procedure v2 09/25  You are not able to  sit/submit an  upcoming  assessmen,0
q037,Do I need evidence if I declare extenuating circumstances after an assessment deadline?,Yes. If you are declaring extenuating circumstances after the assessment deadlin,Extenuating Circumstances,1,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,30,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q037,Do I need evidence if I declare extenuating circumstances after an assessment deadline?,Yes. If you are declaring extenuating circumstances after the assessment deadlin,Extenuating Circumstances,2,cad65109,Extenuating Circumstances Procedure for Taught and Undergraduate Students,3.0,,29,"Cardiff University Extenuating Circumstances Procedure v2 09/25  the University of your circumstances, and to request an",1
q037,Do I need evidence if I declare extenuating circumstances after an assessment deadline?,Yes. If you are declaring extenuating circumstances after the assessment deadlin,Extenuating Circumstances,3,96a075d0,Extenuating Circumstances Procedure for Taught and Undergraduate Students,8.0,,29,Cardiff University Extenuating Circumstances Procedure v2 09/25  Situation   You are unable to  attend an  examination o,0
q037,Do I need evidence if I declare extenuating circumstances after an assessment deadline?,Yes. If you are declaring extenuating circumstances after the assessment deadlin,Extenuating Circumstances,4,074034dc,Extenuating Circumstances Procedure for Taught and Undergraduate Students,18.0,,24,Cardiff University Extenuating Circumstances Procedure v2 09/25  You are not able to  sit/submit an  upcoming  assessmen,0
q037,Do I need evidence if I declare extenuating circumstances after an assessment deadline?,Yes. If you are declaring extenuating circumstances after the assessment deadlin,Extenuating Circumstances,5,9fb42f4d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,6.0,,23,Cardiff University Extenuating Circumstances Procedure v2 09/25  If assessments are not completed on time and without ex,0
q038,What academic remedy can I request if I cannot submit coursework by the deadline due to extenuating ,You can request a 1-week extenuating circumstances extension (2 weeks for part-t,Extenuating Circumstances,1,6c224c5e,Extenuating Circumstances Procedure for Taught and Undergraduate Students,7.0,,27,Cardiff University Extenuating Circumstances Procedure v2 09/25  Reporting extenuating circumstance before an assessment,1
q038,What academic remedy can I request if I cannot submit coursework by the deadline due to extenuating ,You can request a 1-week extenuating circumstances extension (2 weeks for part-t,Extenuating Circumstances,2,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,26,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q038,What academic remedy can I request if I cannot submit coursework by the deadline due to extenuating ,You can request a 1-week extenuating circumstances extension (2 weeks for part-t,Extenuating Circumstances,3,96a075d0,Extenuating Circumstances Procedure for Taught and Undergraduate Students,8.0,,24,Cardiff University Extenuating Circumstances Procedure v2 09/25  Situation   You are unable to  attend an  examination o,0
q038,What academic remedy can I request if I cannot submit coursework by the deadline due to extenuating ,You can request a 1-week extenuating circumstances extension (2 weeks for part-t,Extenuating Circumstances,4,2546d450,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,22,as though the  extension had been granted before the coursework deadline. If you subsequently complete the assessment an,0
q038,What academic remedy can I request if I cannot submit coursework by the deadline due to extenuating ,You can request a 1-week extenuating circumstances extension (2 weeks for part-t,Extenuating Circumstances,5,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,21,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,0
q039,What extension is available for a postgraduate taught Masters dissertation under extenuating circums,"You can request a 4-week extenuating circumstances extension, or to defer the di",Extenuating Circumstances,1,6c224c5e,Extenuating Circumstances Procedure for Taught and Undergraduate Students,7.0,,29,Cardiff University Extenuating Circumstances Procedure v2 09/25  Reporting extenuating circumstance before an assessment,1
q039,What extension is available for a postgraduate taught Masters dissertation under extenuating circums,"You can request a 4-week extenuating circumstances extension, or to defer the di",Extenuating Circumstances,2,96a075d0,Extenuating Circumstances Procedure for Taught and Undergraduate Students,8.0,,22,Cardiff University Extenuating Circumstances Procedure v2 09/25  Situation   You are unable to  attend an  examination o,1
q039,What extension is available for a postgraduate taught Masters dissertation under extenuating circums,"You can request a 4-week extenuating circumstances extension, or to defer the di",Extenuating Circumstances,3,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,18,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,0
q039,What extension is available for a postgraduate taught Masters dissertation under extenuating circums,"You can request a 4-week extenuating circumstances extension, or to defer the di",Extenuating Circumstances,4,bef1f5c6,Extenuating Circumstances Procedure for Taught and Undergraduate Students,9.0,,17,Cardiff University Extenuating Circumstances Procedure v2 09/25  assessment  deadline*  Situation   You started an  exam,0
q039,What extension is available for a postgraduate taught Masters dissertation under extenuating circums,"You can request a 4-week extenuating circumstances extension, or to defer the di",Extenuating Circumstances,5,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,16,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,0
q040,What remedy is available if I cannot attend an examination due to extenuating circumstances?,You can request to defer the assessment to the next assessment period. For Class,Extenuating Circumstances,1,96a075d0,Extenuating Circumstances Procedure for Taught and Undergraduate Students,8.0,,37,Cardiff University Extenuating Circumstances Procedure v2 09/25  Situation   You are unable to  attend an  examination o,1
q040,What remedy is available if I cannot attend an examination due to extenuating circumstances?,You can request to defer the assessment to the next assessment period. For Class,Extenuating Circumstances,2,6c224c5e,Extenuating Circumstances Procedure for Taught and Undergraduate Students,7.0,,32,Cardiff University Extenuating Circumstances Procedure v2 09/25  Reporting extenuating circumstance before an assessment,1
q040,What remedy is available if I cannot attend an examination due to extenuating circumstances?,You can request to defer the assessment to the next assessment period. For Class,Extenuating Circumstances,3,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,22,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,0
q040,What remedy is available if I cannot attend an examination due to extenuating circumstances?,You can request to defer the assessment to the next assessment period. For Class,Extenuating Circumstances,4,f64cbcec,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,15,This may be  in the same assessment schedule or a later assessment period. Deferral is not an academic failure. If you d,0
q040,What remedy is available if I cannot attend an examination due to extenuating circumstances?,You can request to defer the assessment to the next assessment period. For Class,Extenuating Circumstances,5,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,14,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,0
q041,What happens if I declare extenuating circumstances before an exam but then decide to sit it?,The decision to attempt the exam will override your extenuating circumstances de,Extenuating Circumstances,1,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,33,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q041,What happens if I declare extenuating circumstances before an exam but then decide to sit it?,The decision to attempt the exam will override your extenuating circumstances de,Extenuating Circumstances,2,074034dc,Extenuating Circumstances Procedure for Taught and Undergraduate Students,18.0,,20,Cardiff University Extenuating Circumstances Procedure v2 09/25  You are not able to  sit/submit an  upcoming  assessmen,1
q041,What happens if I declare extenuating circumstances before an exam but then decide to sit it?,The decision to attempt the exam will override your extenuating circumstances de,Extenuating Circumstances,3,b133a986,Extenuating Circumstances Procedure for Taught and Undergraduate Students,15.0,,17,Cardiff University Extenuating Circumstances Procedure v2 09/25  Disability  You are disabled under the Equality Act 201,0
q041,What happens if I declare extenuating circumstances before an exam but then decide to sit it?,The decision to attempt the exam will override your extenuating circumstances de,Extenuating Circumstances,4,0d7a43ea,Extenuating Circumstances Procedure for Taught and Undergraduate Students,16.0,,16,Exam or TimeLimited  Assessment  An assessment completed in controlled conditions that lasts up to 48  hours. Group work,0
q041,What happens if I declare extenuating circumstances before an exam but then decide to sit it?,The decision to attempt the exam will override your extenuating circumstances de,Extenuating Circumstances,5,447cab7e,Extenuating Circumstances Procedure for Taught and Undergraduate Students,9.0,What your School will do with your declaration of ,15,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 4 What your School will do with your d,0
q042,What does 'close in time' mean in the context of extenuating circumstances?,Close in time typically means within 14 days prior to an assessment deadline or ,Extenuating Circumstances,1,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,27,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,1
q042,What does 'close in time' mean in the context of extenuating circumstances?,Close in time typically means within 14 days prior to an assessment deadline or ,Extenuating Circumstances,2,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,18,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q042,What does 'close in time' mean in the context of extenuating circumstances?,Close in time typically means within 14 days prior to an assessment deadline or ,Extenuating Circumstances,3,66620550,Extenuating Circumstances Procedure for Taught and Undergraduate Students,5.0,,15,Cardiff University Extenuating Circumstances Procedure v2 09/25  Examples of circumstances which are not extenuating are,0
q042,What does 'close in time' mean in the context of extenuating circumstances?,Close in time typically means within 14 days prior to an assessment deadline or ,Extenuating Circumstances,4,a56d826d,COMSC School Handbook 25 26,20.0,Alternative examination arrangements ,13,COMSC School Handbook 25 26 Section 9.3 Alternative examination arrangements  You can apply for alternative arrangements,0
q042,What does 'close in time' mean in the context of extenuating circumstances?,Close in time typically means within 14 days prior to an assessment deadline or ,Extenuating Circumstances,5,5818818c,COMSC School Handbook 25 26,21.0,,12,"- unforeseen or unavoidable; and  - close in time to the assessment, or where you can demonstrate that the circumstances",0
q043,Who decides on my extenuating circumstances declaration?,"Declarations are considered by the Extenuating Circumstances Group, or a nominee",Extenuating Circumstances,1,447cab7e,Extenuating Circumstances Procedure for Taught and Undergraduate Students,9.0,What your School will do with your declaration of ,27,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 4 What your School will do with your d,1
q043,Who decides on my extenuating circumstances declaration?,"Declarations are considered by the Extenuating Circumstances Group, or a nominee",Extenuating Circumstances,2,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,21,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q043,Who decides on my extenuating circumstances declaration?,"Declarations are considered by the Extenuating Circumstances Group, or a nominee",Extenuating Circumstances,3,074034dc,Extenuating Circumstances Procedure for Taught and Undergraduate Students,18.0,,21,Cardiff University Extenuating Circumstances Procedure v2 09/25  You are not able to  sit/submit an  upcoming  assessmen,0
q043,Who decides on my extenuating circumstances declaration?,"Declarations are considered by the Extenuating Circumstances Group, or a nominee",Extenuating Circumstances,4,48573782,Academic Regulations and Policies Handbook 2025 26 English Nov25,84.0,"The External Examiner(s), where a module or unit of study ",18,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 11.4.3 The External Examiner(s), where a module",0
q043,Who decides on my extenuating circumstances declaration?,"Declarations are considered by the Extenuating Circumstances Group, or a nominee",Extenuating Circumstances,5,f08971d1,COMSC School Handbook 25 26,40.0,Academic Regulations in my School ,18,COMSC School Handbook 25 26 Section 17 Academic Regulations in my School    17.1 Extenuating Circumstances  If you need ,0
q044,Who are the members of the Extenuating Circumstances Group?,The Group consists of: a member (not the Chair) of the Examining Board who acts ,Extenuating Circumstances,1,b133a986,Extenuating Circumstances Procedure for Taught and Undergraduate Students,15.0,,46,Cardiff University Extenuating Circumstances Procedure v2 09/25  Disability  You are disabled under the Equality Act 201,1
q044,Who are the members of the Extenuating Circumstances Group?,The Group consists of: a member (not the Chair) of the Examining Board who acts ,Extenuating Circumstances,2,48573782,Academic Regulations and Policies Handbook 2025 26 English Nov25,84.0,"The External Examiner(s), where a module or unit of study ",22,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 11.4.3 The External Examiner(s), where a module",1
q044,Who are the members of the Extenuating Circumstances Group?,The Group consists of: a member (not the Chair) of the Examining Board who acts ,Extenuating Circumstances,3,ab919932,Academic Regulations and Policies Handbook 2025 26 English Nov25,84.0,The membership of Examining Boards will include: ,18,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 11.4 The membership of Examining Boards will in,0
q044,Who are the members of the Extenuating Circumstances Group?,The Group consists of: a member (not the Chair) of the Examining Board who acts ,Extenuating Circumstances,4,460bfc79,COMSC School Handbook 25 26,38.0,Making the most of your student experience ,18,COMSC School Handbook 25 26 Section 15 Making the most of your student experience    15.1 Student Voice - Student-Staff ,0
q044,Who are the members of the Extenuating Circumstances Group?,The Group consists of: a member (not the Chair) of the Examining Board who acts ,Extenuating Circumstances,5,62727ca4,Academic Misconduct Procedure Taught,5.0,Stage 2 - University Academic Integrity Panel ,16,Academic Misconduct Procedure Taught Section 3 Stage 2 - University Academic Integrity Panel    3.1 The panel will be ma,0
q045,What happens if I declare extenuating circumstances more than three times in an academic year?,Your School may contact you to better understand your circumstances. Multiple de,Extenuating Circumstances,1,2546d450,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,39,as though the  extension had been granted before the coursework deadline. If you subsequently complete the assessment an,1
q045,What happens if I declare extenuating circumstances more than three times in an academic year?,Your School may contact you to better understand your circumstances. Multiple de,Extenuating Circumstances,2,08df38cb,Extenuating Circumstances Procedure for Taught and Undergraduate Students,12.0,Support from the University ,20,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 7 Support from the University  Please ,1
q045,What happens if I declare extenuating circumstances more than three times in an academic year?,Your School may contact you to better understand your circumstances. Multiple de,Extenuating Circumstances,3,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,16,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,0
q045,What happens if I declare extenuating circumstances more than three times in an academic year?,Your School may contact you to better understand your circumstances. Multiple de,Extenuating Circumstances,4,b836cd8c,COMSC School Handbook 25 26,25.0,Meet the Student Services Team ,15,COMSC School Handbook 25 26 Section 12.1 Meet the Student Services Team  Our Student Services Team is here to support yo,0
q045,What happens if I declare extenuating circumstances more than three times in an academic year?,Your School may contact you to better understand your circumstances. Multiple de,Extenuating Circumstances,5,969aeb50,COMSC School Handbook 25 26,37.0,COMSC Student Services Team ,14,COMSC School Handbook 25 26 Section 14.12.1 COMSC Student Services Team  Our team are here to help you with queries abou,0
q046,Is the extenuating circumstances process confidential?,Yes. All information submitted under the Extenuating Circumstances Procedure is ,Extenuating Circumstances,1,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,49,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,1
q046,Is the extenuating circumstances process confidential?,Yes. All information submitted under the Extenuating Circumstances Procedure is ,Extenuating Circumstances,2,cad65109,Extenuating Circumstances Procedure for Taught and Undergraduate Students,3.0,,45,"Cardiff University Extenuating Circumstances Procedure v2 09/25  the University of your circumstances, and to request an",1
q046,Is the extenuating circumstances process confidential?,Yes. All information submitted under the Extenuating Circumstances Procedure is ,Extenuating Circumstances,3,08df38cb,Extenuating Circumstances Procedure for Taught and Undergraduate Students,12.0,Support from the University ,27,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 7 Support from the University  Please ,0
q046,Is the extenuating circumstances process confidential?,Yes. All information submitted under the Extenuating Circumstances Procedure is ,Extenuating Circumstances,4,43518fcb,Academic Regulations and Policies Handbook 2025 26 English Nov25,27.0,,24,"applicant's performance and achievement in terms of their application to  University. Criminal Convictions policy, proce",0
q046,Is the extenuating circumstances process confidential?,Yes. All information submitted under the Extenuating Circumstances Procedure is ,Extenuating Circumstances,5,3c0cd891,COMSC School Handbook 25 26,15.0,,24,- If you are absent for 14 days or more: you will need to apply for an interruption of  study or extenuating circumstanc,0
q047,What is a deferral in the context of extenuating circumstances?,A deferral means moving the assessment to the next available opportunity. This m,Extenuating Circumstances,1,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,33,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,1
q047,What is a deferral in the context of extenuating circumstances?,A deferral means moving the assessment to the next available opportunity. This m,Extenuating Circumstances,2,f64cbcec,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,22,This may be  in the same assessment schedule or a later assessment period. Deferral is not an academic failure. If you d,1
q047,What is a deferral in the context of extenuating circumstances?,A deferral means moving the assessment to the next available opportunity. This m,Extenuating Circumstances,3,96a075d0,Extenuating Circumstances Procedure for Taught and Undergraduate Students,8.0,,21,Cardiff University Extenuating Circumstances Procedure v2 09/25  Situation   You are unable to  attend an  examination o,0
q047,What is a deferral in the context of extenuating circumstances?,A deferral means moving the assessment to the next available opportunity. This m,Extenuating Circumstances,4,04d5d98a,Extenuating Circumstances Procedure for Taught and Undergraduate Students,17.0,,18,Cardiff University Extenuating Circumstances Procedure v2 09/25  Next assessment  period  For those assessments schedule,0
